GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	0.0007903820677232033	0.0007903820677232033	+1	ENSG00000101255,ENSG00000034677,ENSG00000116030,ENSG00000170296,ENSG00000173846,ENSG00000146872
GO:0030595	leukocyte chemotaxis	0.0009452763056727588	0.0009452763056727588	+1	ENSG00000169429,ENSG00000163220,ENSG00000124731,ENSG00000125735,ENSG00000121966,ENSG00000109743,ENSG00000102755
GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	0.0009724914258674558	0.0009724914258674558	+1	ENSG00000101255,ENSG00000034677,ENSG00000116030,ENSG00000170296,ENSG00000173846
GO:2000058	regulation of ubiquitin-dependent protein catabolic process	0.0010236161428473897	0.0010236161428473897	+1	ENSG00000101255,ENSG00000034677,ENSG00000116030,ENSG00000170296,ENSG00000173846,ENSG00000146872
GO:2000060	positive regulation of ubiquitin-dependent protein catabolic process	0.0011929101659910223	0.0011929101659910223	+1	ENSG00000101255,ENSG00000034677,ENSG00000116030,ENSG00000170296,ENSG00000173846
GO:0061136	regulation of proteasomal protein catabolic process	0.0013158618536387222	0.0013158618536387222	+1	ENSG00000101255,ENSG00000034677,ENSG00000116030,ENSG00000170296,ENSG00000173846,ENSG00000146872
GO:1901800	positive regulation of proteasomal protein catabolic process	0.0014546019914003676	0.0014546019914003676	+1	ENSG00000101255,ENSG00000034677,ENSG00000116030,ENSG00000170296,ENSG00000173846
GO:0060326	cell chemotaxis	0.0019026616685128427	0.0019026616685128427	+1	ENSG00000169429,ENSG00000163220,ENSG00000124731,ENSG00000125735,ENSG00000121966,ENSG00000109743,ENSG00000102755
GO:0003177	pulmonary valve development	0.0019193762727629992	0.0019193762727629992	+1	ENSG00000168214,ENSG00000028137,ENSG00000265107
GO:0060487	lung epithelial cell differentiation	0.00210602901311975	0.00210602901311975	+1	ENSG00000127528,ENSG00000168214,ENSG00000111144
GO:0060479	lung cell differentiation	0.0022627722613486403	0.0022627722613486403	+1	ENSG00000127528,ENSG00000168214,ENSG00000111144
GO:1903052	positive regulation of proteolysis involved in cellular protein catabolic process	0.002267797890157704	0.002267797890157704	+1	ENSG00000101255,ENSG00000034677,ENSG00000116030,ENSG00000170296,ENSG00000173846
GO:1903050	regulation of proteolysis involved in cellular protein catabolic process	0.0023038017651360303	0.0023038017651360303	+1	ENSG00000101255,ENSG00000034677,ENSG00000116030,ENSG00000170296,ENSG00000173846,ENSG00000146872
GO:0045732	positive regulation of protein catabolic process	0.002727205383285511	0.002727205383285511	+1	ENSG00000101255,ENSG00000034677,ENSG00000116030,ENSG00000028137,ENSG00000170296,ENSG00000173846
GO:1903364	positive regulation of cellular protein catabolic process	0.0038723404053629764	0.0038723404053629764	+1	ENSG00000101255,ENSG00000034677,ENSG00000116030,ENSG00000170296,ENSG00000173846
GO:1903362	regulation of cellular protein catabolic process	0.00426119571441387	0.00426119571441387	+1	ENSG00000101255,ENSG00000034677,ENSG00000116030,ENSG00000170296,ENSG00000173846,ENSG00000146872
GO:0060509	type I pneumocyte differentiation	0.005259675392183378	0.005259675392183378	+1	ENSG00000127528,ENSG00000111144
GO:0001659	temperature homeostasis	0.0059210399894717245	0.0059210399894717245	+1	ENSG00000123689,ENSG00000168214,ENSG00000166888,ENSG00000121966,ENSG00000073756
GO:0060428	lung epithelium development	0.0059210399894717245	0.0059210399894717245	+1	ENSG00000127528,ENSG00000168214,ENSG00000111144
GO:1905314	semi-lunar valve development	0.007508507544580722	0.007508507544580722	+1	ENSG00000168214,ENSG00000028137,ENSG00000265107
GO:0030593	neutrophil chemotaxis	0.007638683970921428	0.007638683970921428	+1	ENSG00000169429,ENSG00000163220,ENSG00000124731,ENSG00000109743
GO:0006959	humoral immune response	0.008235087955750994	0.008235087955750994	+1	ENSG00000169429,ENSG00000163220,ENSG00000124731,ENSG00000168214,ENSG00000112149,ENSG00000109743
GO:0046632	alpha-beta T cell differentiation	0.008900192990310784	0.008900192990310784	+1	ENSG00000167604,ENSG00000166888,ENSG00000112149,ENSG00000131188
GO:0097529	myeloid leukocyte migration	0.012278861827120863	0.012278861827120863	+1	ENSG00000169429,ENSG00000163220,ENSG00000124731,ENSG00000109743,ENSG00000102755
GO:0071347	cellular response to interleukin-1	0.012278861827120863	0.012278861827120863	+1	ENSG00000169429,ENSG00000127528,ENSG00000101182,ENSG00000162302
GO:1990266	neutrophil migration	0.012571803841721452	0.012571803841721452	+1	ENSG00000169429,ENSG00000163220,ENSG00000124731,ENSG00000109743
GO:0071621	granulocyte chemotaxis	0.012571803841721452	0.012571803841721452	+1	ENSG00000169429,ENSG00000163220,ENSG00000124731,ENSG00000109743
GO:0042306	regulation of protein import into nucleus	0.015230775530649391	0.015230775530649391	+1	ENSG00000116030,ENSG00000187446,ENSG00000073756
GO:0042308	negative regulation of protein import into nucleus	0.015591306206524432	0.015591306206524432	+1	ENSG00000116030,ENSG00000187446
GO:1904590	negative regulation of protein import	0.015591306206524432	0.015591306206524432	+1	ENSG00000116030,ENSG00000187446
GO:1904589	regulation of protein import	0.01650580795107888	0.01650580795107888	+1	ENSG00000116030,ENSG00000187446,ENSG00000073756
GO:0106106	cold-induced thermogenesis	0.01650580795107888	0.01650580795107888	+1	ENSG00000123689,ENSG00000168214,ENSG00000166888,ENSG00000121966
GO:0120161	regulation of cold-induced thermogenesis	0.01650580795107888	0.01650580795107888	+1	ENSG00000123689,ENSG00000168214,ENSG00000166888,ENSG00000121966
GO:0003170	heart valve development	0.01695323342762864	0.01695323342762864	+1	ENSG00000168214,ENSG00000028137,ENSG00000265107
GO:0030217	T cell differentiation	0.018222062923513093	0.018222062923513093	+1	ENSG00000167604,ENSG00000166888,ENSG00000112149,ENSG00000177732,ENSG00000131188
GO:0034612	response to tumor necrosis factor	0.01836634411597399	0.01836634411597399	+1	ENSG00000169429,ENSG00000127528,ENSG00000028137,ENSG00000101182,ENSG00000073756
