GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0050832	defense response to fungus	0.0006297536750591927	0.0006297536750591927	+1	ENSG00000163220,ENSG00000163221,ENSG00000143546,ENSG00000118520,ENSG00000166523,ENSG00000100448
GO:0009620	response to fungus	0.000673675436798495	0.000673675436798495	+1	ENSG00000163220,ENSG00000163221,ENSG00000143546,ENSG00000118520,ENSG00000166523,ENSG00000100448
GO:0072524	pyridine-containing compound metabolic process	0.0008449881014995684	0.0008449881014995684	+1	ENSG00000135069,ENSG00000004139,ENSG00000147813,ENSG00000172890,ENSG00000105835
GO:0061641	CENP-A containing chromatin organization	0.0016908279430036214	0.0016908279430036214	+1	ENSG00000188312,ENSG00000159055,ENSG00000203760
GO:0034080	CENP-A containing chromatin assembly	0.0016908279430036214	0.0016908279430036214	+1	ENSG00000188312,ENSG00000159055,ENSG00000203760
GO:0019730	antimicrobial humoral response	0.0017775259323391914	0.0017775259323391914	+1	ENSG00000163220,ENSG00000163221,ENSG00000164047,ENSG00000100448,ENSG00000124107,ENSG00000090382,ENSG00000198830
GO:0031055	chromatin remodeling at centromere	0.003121183177773813	0.003121183177773813	+1	ENSG00000188312,ENSG00000159055,ENSG00000203760
GO:0034508	centromere complex assembly	0.003578822582481803	0.003578822582481803	+1	ENSG00000188312,ENSG00000115163,ENSG00000159055,ENSG00000203760
GO:0072525	pyridine-containing compound biosynthetic process	0.003578822582481803	0.003578822582481803	+1	ENSG00000135069,ENSG00000147813,ENSG00000172890,ENSG00000105835
GO:0046496	nicotinamide nucleotide metabolic process	0.003689504404417113	0.003689504404417113	+1	ENSG00000004139,ENSG00000147813,ENSG00000172890,ENSG00000105835
GO:0019362	pyridine nucleotide metabolic process	0.003689504404417113	0.003689504404417113	+1	ENSG00000004139,ENSG00000147813,ENSG00000172890,ENSG00000105835
GO:0002237	response to molecule of bacterial origin	0.004259810049677341	0.004259810049677341	+1	ENSG00000163220,ENSG00000143546,ENSG00000118520,ENSG00000164047,ENSG00000272398,ENSG00000100448,ENSG00000124107,ENSG00000092067,ENSG00000101425,ENSG00000100300
GO:0072529	pyrimidine-containing compound catabolic process	0.005885456592525101	0.005885456592525101	+1	ENSG00000102543,ENSG00000158825,ENSG00000128951,ENSG00000076248
GO:0009130	pyrimidine nucleoside monophosphate biosynthetic process	0.006897292256540546	0.006897292256540546	+1	ENSG00000158825,ENSG00000128951,ENSG00000176890
GO:0006959	humoral immune response	0.008535770175611966	0.008535770175611966	+1	ENSG00000163220,ENSG00000163221,ENSG00000164047,ENSG00000100448,ENSG00000124107,ENSG00000090382,ENSG00000198830,ENSG00000173369,ENSG00000139178
